sku,product_name,category,warehouse,stock_quantity,reorder_level
SKU02509,Product 2509,Apparel,WH-MUM,374,24
SKU02510,Product 2510,Books,WH-HYD,33,14
SKU02511,Product 2511,Sports,WH-DEL,,34
SKU02512,Product 2512,Toys,WH-BLR,117,32
SKU02513,Product 2513,Beauty,WH-DEL,133,32
SKU02514,Product 2514,Home,WH-BLR,446,25
SKU02515,Product 2515,Books,WH-PUN,479,20
SKU02516,Product 2516,Home,WH-DEL,165,41
SKU02517,Product 2517,Beauty,WH-PUN,410,46
SKU02518,Product 2518,Apparel,WH-BLR,493,12
SKU02519,Product 2519,Sports,WH-BLR,203,46
SKU02520,Product 2520,Books,WH-PUN,484,26
SKU02521,Product 2521,Toys,WH-PUN,174,12
SKU02522,Product 2522,Sports,WH-MUM,88,32
SKU02523,Product 2523,Electronics,WH-PUN,235,36
SKU02524,Product 2524,Books,WH-DEL,293,46
SKU02525,Product 2525,Books,WH-PUN,339,15
SKU02526,Product 2526,Books,WH-BLR,218,33
SKU02527,Product 2527,Home,WH-PUN,482,48
SKU02528,Product 2528,Electronics,WH-MUM,100,30
SKU02529,Product 2529,Books,WH-HYD,127,31
SKU02530,Product 2530,Apparel,WH-BLR,51,43
SKU02531,Product 2531,Beauty,WH-DEL,494,24
SKU02532,Product 2532,Beauty,WH-MUM,212,34
SKU02533,Product 2533,Beauty,WH-DEL,41,37
SKU02534,Product 2534,Electronics,WH-MUM,422,27
SKU02535,Product 2535,Apparel,WH-HYD,123,11
SKU02536,Product 2536,Toys,WH-BLR,247,34
SKU02537,Product 2537,Electronics,WH-BLR,240,41
SKU02538,Product 2538,Home,WH-HYD,358,10
SKU02539,Product 2539,Sports,WH-MUM,213,25
SKU02540,Product 2540,Electronics,WH-BLR,411,16
SKU02541,Product 2541,Toys,WH-PUN,232,48
SKU02542,Product 2542,Toys,WH-DEL,154,34
SKU02543,Product 2543,Toys,WH-HYD,318,18
SKU02544,Product 2544,Beauty,WH-HYD,304,19
SKU02545,Product 2545,Electronics,WH-MUM,437,15
SKU02546,Product 2546,Beauty,WH-BLR,283,49
SKU02547,Product 2547,Electronics,WH-PUN,100,16
SKU02548,Product 2548,Beauty,WH-HYD,330,45
SKU02549,Product 2549,Books,WH-HYD,473,30
SKU02550,Product 2550,Books,WH-PUN,380,34
SKU02551,Product 2551,Home,WH-HYD,353,26
SKU02552,Product 2552,Toys,WH-DEL,7,48
SKU02553,Product 2553,Apparel,WH-MUM,420,32
SKU02554,Product 2554,Electronics,WH-HYD,126,31
SKU02555,Product 2555,Toys,WH-DEL,167,26
SKU02556,Product 2556,Toys,WH-DEL,200,37
SKU02557,Product 2557,Home,WH-BLR,57,44
SKU02558,Product 2558,Books,WH-MUM,432,13
SKU02559,Product 2559,Sports,WH-HYD,116,18
SKU02560,Product 2560,Beauty,WH-HYD,432,31
SKU02561,Product 2561,Home,WH-HYD,144,36
SKU02562,Product 2562,Sports,WH-DEL,419,47
SKU02563,Product 2563,Electronics,WH-MUM,150,18
SKU02564,Product 2564,Books,WH-DEL,182,49
SKU02565,Product 2565,Beauty,WH-BLR,180,36
SKU02566,Product 2566,Books,WH-DEL,346,23
SKU02567,Product 2567,Home,WH-MUM,260,20
SKU02568,Product 2568,Toys,WH-PUN,259,21
SKU02569,Product 2569,Apparel,WH-DEL,,23
SKU02570,Product 2570,Sports,WH-PUN,76,37
SKU02571,Product 2571,Sports,WH-BLR,248,29
SKU02572,Product 2572,Home,WH-PUN,103,33
SKU02573,Product 2573,Sports,WH-DEL,316,48
SKU02574,Product 2574,Toys,WH-HYD,237,36
SKU02575,Product 2575,Sports,WH-MUM,126,42
SKU02576,Product 2576,Beauty,WH-PUN,476,19
SKU02577,Product 2577,Home,WH-MUM,72,24
SKU02578,Product 2578,Books,WH-HYD,249,22
SKU02579,Product 2579,Beauty,WH-BLR,215,42
SKU02580,Product 2580,Electronics,WH-DEL,254,39
SKU02581,Product 2581,Electronics,WH-HYD,415,33
SKU02582,Product 2582,Apparel,WH-MUM,440,48
SKU02583,Product 2583,Home,WH-MUM,387,22
SKU02584,Product 2584,Home,WH-MUM,310,13
SKU02585,Product 2585,Books,WH-PUN,217,43
SKU02586,Product 2586,Home,WH-PUN,315,18
SKU02587,Product 2587,Home,WH-PUN,310,36
SKU02588,Product 2588,Toys,WH-DEL,120,48
SKU02589,Product 2589,Books,WH-HYD,293,19
SKU02590,Product 2590,Home,WH-MUM,266,50
SKU02591,Product 2591,Electronics,WH-HYD,141,47
SKU02592,Product 2592,Books,WH-PUN,104,29
SKU02593,Product 2593,Apparel,WH-DEL,467,29
SKU02594,Product 2594,Sports,WH-DEL,459,26
SKU02595,Product 2595,Apparel,WH-DEL,,32
SKU02596,Product 2596,Home,WH-DEL,129,47
SKU02597,Product 2597,Beauty,WH-HYD,205,19
SKU02598,Product 2598,Apparel,WH-PUN,159,33
SKU02599,Product 2599,Home,WH-DEL,253,29
SKU02600,Product 2600,Toys,WH-MUM,11,20
SKU02601,Product 2601,Books,WH-HYD,381,50
SKU02602,Product 2602,Beauty,WH-DEL,353,22
SKU02603,Product 2603,Home,WH-HYD,188,37
SKU02604,Product 2604,Beauty,WH-BLR,,13
SKU02605,Product 2605,Beauty,WH-HYD,493,46
SKU02606,Product 2606,Sports,WH-HYD,415,30
SKU02607,Product 2607,Books,WH-DEL,39,47
SKU02608,Product 2608,Beauty,WH-MUM,14,16
SKU02609,Product 2609,Toys,WH-MUM,318,11
SKU02610,Product 2610,Apparel,WH-BLR,249,27
SKU02611,Product 2611,Toys,WH-HYD,486,16
SKU02612,Product 2612,Books,WH-DEL,185,27
SKU02613,Product 2613,Books,WH-DEL,60,41
SKU02614,Product 2614,Sports,WH-BLR,25,46
SKU02615,Product 2615,Apparel,WH-DEL,77,47
SKU02616,Product 2616,Toys,WH-MUM,73,15
SKU02617,Product 2617,Books,WH-BLR,387,49
SKU02618,Product 2618,Electronics,WH-BLR,14,47
SKU02619,Product 2619,Home,WH-DEL,352,14
SKU02620,Product 2620,Books,WH-DEL,400,29
SKU02621,Product 2621,Home,WH-HYD,225,21
SKU02622,Product 2622,Sports,WH-DEL,315,32
SKU02623,Product 2623,Home,WH-BLR,189,25
SKU02624,Product 2624,Sports,WH-BLR,246,49
SKU02625,Product 2625,Home,WH-PUN,14,41
SKU02626,Product 2626,Beauty,WH-MUM,176,30
SKU02627,Product 2627,Sports,WH-MUM,192,28
SKU02628,Product 2628,Toys,WH-HYD,69,24
SKU02629,Product 2629,Apparel,WH-BLR,100,50
SKU02630,Product 2630,Sports,WH-MUM,285,36
SKU02631,Product 2631,Electronics,WH-PUN,175,12
SKU02632,Product 2632,Books,WH-MUM,106,45
SKU02633,Product 2633,Toys,WH-DEL,102,45
SKU02634,Product 2634,Home,WH-DEL,70,23
SKU02635,Product 2635,Electronics,WH-HYD,21,13
SKU02636,Product 2636,Books,WH-MUM,207,26
SKU02637,Product 2637,Sports,WH-DEL,411,22
SKU02638,Product 2638,Books,WH-PUN,187,25
SKU02639,Product 2639,Home,WH-DEL,447,41
SKU02640,Product 2640,Beauty,WH-BLR,349,23
SKU02641,Product 2641,Books,WH-BLR,145,50
SKU02642,Product 2642,Toys,WH-HYD,21,17
SKU02643,Product 2643,Books,WH-BLR,280,16
SKU02644,Product 2644,Toys,WH-PUN,320,20
SKU02645,Product 2645,Toys,WH-HYD,47,11
SKU02646,Product 2646,Beauty,WH-BLR,452,46
SKU02647,Product 2647,Apparel,WH-DEL,84,43
SKU02648,Product 2648,Beauty,WH-HYD,475,50
SKU02649,Product 2649,Books,WH-PUN,,17
SKU02650,Product 2650,Electronics,WH-DEL,345,44
SKU02651,Product 2651,Electronics,WH-BLR,410,25
SKU02652,Product 2652,Sports,WH-PUN,470,25
SKU02653,Product 2653,Beauty,WH-PUN,454,40
SKU02654,Product 2654,Electronics,WH-BLR,465,32
SKU02655,Product 2655,Sports,WH-MUM,230,25
SKU02656,Product 2656,Home,WH-HYD,400,29
SKU02657,Product 2657,Books,WH-DEL,138,14
SKU02658,Product 2658,Books,WH-BLR,310,32
SKU02659,Product 2659,Home,WH-HYD,,21
SKU02660,Product 2660,Beauty,WH-BLR,267,47
SKU02661,Product 2661,Books,WH-HYD,289,20
SKU02662,Product 2662,Toys,WH-DEL,156,20
SKU02663,Product 2663,Sports,WH-MUM,118,49
SKU02664,Product 2664,Electronics,WH-BLR,73,14
SKU02665,Product 2665,Books,WH-MUM,243,49
SKU02666,Product 2666,Home,WH-MUM,38,10
SKU02667,Product 2667,Electronics,WH-PUN,310,11
SKU02668,Product 2668,Apparel,WH-PUN,335,33
SKU02669,Product 2669,Beauty,WH-BLR,392,43
SKU02670,Product 2670,Beauty,WH-PUN,458,25
SKU02671,Product 2671,Home,WH-BLR,314,46
SKU02672,Product 2672,Books,WH-DEL,486,11
SKU02673,Product 2673,Toys,WH-HYD,196,24
SKU02674,Product 2674,Apparel,WH-PUN,112,21
SKU02675,Product 2675,Beauty,WH-MUM,227,23
SKU02676,Product 2676,Toys,WH-MUM,485,44
SKU02677,Product 2677,Electronics,WH-BLR,342,29
SKU02678,Product 2678,Beauty,WH-HYD,295,43
SKU02679,Product 2679,Sports,WH-BLR,315,25
SKU02680,Product 2680,Sports,WH-MUM,492,45
SKU02681,Product 2681,Books,WH-MUM,176,21
SKU02682,Product 2682,Electronics,WH-DEL,13,17
SKU02683,Product 2683,Books,WH-MUM,324,29
SKU02684,Product 2684,Toys,WH-MUM,155,45
SKU02685,Product 2685,Home,WH-HYD,434,48
SKU02686,Product 2686,Electronics,WH-HYD,72,27
SKU02687,Product 2687,Home,WH-DEL,29,45
SKU02688,Product 2688,Beauty,WH-DEL,438,22
SKU02689,Product 2689,Apparel,WH-BLR,347,16
SKU02690,Product 2690,Books,WH-HYD,369,39
SKU02691,Product 2691,Sports,WH-PUN,168,13
SKU02692,Product 2692,Home,WH-MUM,68,50
SKU02693,Product 2693,Sports,WH-BLR,305,46
SKU02694,Product 2694,Electronics,WH-BLR,38,21
SKU02695,Product 2695,Books,WH-MUM,3,16
SKU02696,Product 2696,Electronics,WH-BLR,370,50
SKU02697,Product 2697,Apparel,WH-PUN,249,14
SKU02698,Product 2698,Apparel,WH-PUN,28,39
SKU02699,Product 2699,Sports,WH-MUM,88,38
SKU02700,Product 2700,Home,WH-DEL,167,19
SKU02701,Product 2701,Apparel,WH-HYD,220,13
SKU02702,Product 2702,Electronics,WH-HYD,329,48
SKU02703,Product 2703,Toys,WH-BLR,218,23
SKU02704,Product 2704,Books,WH-DEL,,21
SKU02705,Product 2705,Home,WH-DEL,81,39
SKU02706,Product 2706,Beauty,WH-HYD,198,44
SKU02707,Product 2707,Sports,WH-BLR,318,17
SKU02708,Product 2708,Apparel,WH-HYD,463,28
SKU02709,Product 2709,Apparel,WH-DEL,213,23
SKU02710,Product 2710,Home,WH-MUM,109,46
SKU02711,Product 2711,Books,WH-MUM,455,45
SKU02712,Product 2712,Books,WH-PUN,90,33
SKU02713,Product 2713,Beauty,WH-MUM,492,35
SKU02714,Product 2714,Electronics,WH-PUN,81,20
SKU02715,Product 2715,Books,WH-MUM,306,48
SKU02716,Product 2716,Sports,WH-PUN,16,29
SKU02717,Product 2717,Home,WH-DEL,447,29
SKU02718,Product 2718,Home,WH-BLR,255,38
SKU02719,Product 2719,Toys,WH-BLR,218,38
SKU02720,Product 2720,Sports,WH-BLR,389,32
SKU02721,Product 2721,Beauty,WH-MUM,492,42
SKU02722,Product 2722,Sports,WH-HYD,181,29
SKU02723,Product 2723,Beauty,WH-HYD,254,47
SKU02724,Product 2724,Books,WH-MUM,183,41
SKU02725,Product 2725,Books,WH-DEL,248,30
SKU02726,Product 2726,Sports,WH-HYD,60,33
SKU02727,Product 2727,Toys,WH-DEL,481,35
SKU02728,Product 2728,Sports,WH-PUN,237,36
SKU02729,Product 2729,Home,WH-MUM,472,14
SKU02730,Product 2730,Home,WH-PUN,50,10
SKU02731,Product 2731,Sports,WH-BLR,160,31
SKU02732,Product 2732,Sports,WH-HYD,211,10
SKU02733,Product 2733,Toys,WH-BLR,158,37
SKU02734,Product 2734,Beauty,WH-PUN,134,41
SKU02735,Product 2735,Home,WH-DEL,316,44
SKU02736,Product 2736,Toys,WH-MUM,24,35
SKU02737,Product 2737,Toys,WH-DEL,208,50
SKU02738,Product 2738,Apparel,WH-PUN,199,21
SKU02739,Product 2739,Home,WH-DEL,258,28
SKU02740,Product 2740,Beauty,WH-BLR,52,39
SKU02741,Product 2741,Electronics,WH-BLR,169,11
SKU02742,Product 2742,Sports,WH-BLR,327,21
SKU02743,Product 2743,Apparel,WH-DEL,171,21
SKU02744,Product 2744,Toys,WH-BLR,392,45
SKU02745,Product 2745,Apparel,WH-PUN,6,28
SKU02746,Product 2746,Books,WH-HYD,135,18
SKU02747,Product 2747,Beauty,WH-HYD,459,25
SKU02748,Product 2748,Books,WH-DEL,165,28
SKU02749,Product 2749,Beauty,WH-MUM,261,47
SKU02750,Product 2750,Beauty,WH-DEL,436,30
SKU02751,Product 2751,Electronics,WH-BLR,343,48
SKU02752,Product 2752,Home,WH-MUM,485,33
SKU02753,Product 2753,Toys,WH-PUN,385,48
SKU02754,Product 2754,Books,WH-PUN,123,30
SKU02755,Product 2755,Books,WH-BLR,114,31
SKU02756,Product 2756,Toys,WH-MUM,256,46
SKU02757,Product 2757,Books,WH-PUN,311,49
SKU02758,Product 2758,Toys,WH-DEL,431,37
SKU02759,Product 2759,Home,WH-BLR,302,32
SKU02760,Product 2760,Toys,WH-PUN,472,31
SKU02761,Product 2761,Apparel,WH-PUN,73,40
SKU02762,Product 2762,Books,WH-MUM,333,15
SKU02763,Product 2763,Electronics,WH-PUN,66,12
SKU02764,Product 2764,Sports,WH-DEL,33,41
SKU02765,Product 2765,Home,WH-PUN,341,39
SKU02766,Product 2766,Toys,WH-DEL,127,17
SKU02767,Product 2767,Home,WH-PUN,40,37
SKU02768,Product 2768,Apparel,WH-HYD,122,11
SKU02769,Product 2769,Sports,WH-PUN,289,16
SKU02770,Product 2770,Toys,WH-DEL,475,30
SKU02771,Product 2771,Electronics,WH-MUM,342,30
SKU02772,Product 2772,Toys,WH-HYD,309,50
SKU02773,Product 2773,Electronics,WH-PUN,434,38
SKU02774,Product 2774,Books,WH-MUM,460,13
SKU02775,Product 2775,Toys,WH-MUM,14,49
SKU02776,Product 2776,Home,WH-PUN,251,23
SKU02777,Product 2777,Books,WH-MUM,134,32
SKU02778,Product 2778,Books,WH-MUM,307,20
SKU02779,Product 2779,Electronics,WH-MUM,45,20
SKU02780,Product 2780,Books,WH-PUN,8,28
SKU02781,Product 2781,Electronics,WH-PUN,416,21
SKU02782,Product 2782,Books,WH-HYD,279,30
SKU02783,Product 2783,Sports,WH-DEL,138,39
SKU02784,Product 2784,Beauty,WH-BLR,280,30
SKU02785,Product 2785,Electronics,WH-MUM,168,29
SKU02786,Product 2786,Home,WH-DEL,61,48
SKU02787,Product 2787,Sports,WH-BLR,24,39
SKU02788,Product 2788,Toys,WH-HYD,189,39
SKU02789,Product 2789,Toys,WH-HYD,1,47
SKU02790,Product 2790,Books,WH-DEL,194,35
SKU02791,Product 2791,Books,WH-HYD,47,47
SKU02792,Product 2792,Electronics,WH-BLR,141,33
SKU02793,Product 2793,Electronics,WH-BLR,417,44
SKU02794,Product 2794,Toys,WH-PUN,134,23
SKU02795,Product 2795,Toys,WH-PUN,194,30
SKU02796,Product 2796,Toys,WH-MUM,500,47
SKU02797,Product 2797,Home,WH-PUN,424,20
SKU02798,Product 2798,Beauty,WH-DEL,248,36
SKU02799,Product 2799,Sports,WH-BLR,298,18
SKU02800,Product 2800,Sports,WH-DEL,212,33
SKU02801,Product 2801,Sports,WH-MUM,198,48
SKU02802,Product 2802,Beauty,WH-DEL,14,43
SKU02803,Product 2803,Apparel,WH-HYD,330,37
SKU02804,Product 2804,Electronics,WH-DEL,63,20
SKU02805,Product 2805,Apparel,WH-MUM,364,14
SKU02806,Product 2806,Apparel,WH-DEL,336,49
SKU02807,Product 2807,Toys,WH-MUM,390,33
SKU02808,Product 2808,Books,WH-HYD,300,47
SKU02809,Product 2809,Home,WH-HYD,56,23
SKU02810,Product 2810,Home,WH-PUN,360,26
SKU02811,Product 2811,Apparel,WH-PUN,450,32
SKU02812,Product 2812,Books,WH-HYD,474,22
SKU02813,Product 2813,Beauty,WH-MUM,104,46
SKU02814,Product 2814,Sports,WH-MUM,443,47
SKU02815,Product 2815,Electronics,WH-BLR,354,44
SKU02816,Product 2816,Beauty,WH-PUN,376,41
SKU02817,Product 2817,Electronics,WH-DEL,445,45
SKU02818,Product 2818,Electronics,WH-DEL,264,17
SKU02819,Product 2819,Apparel,WH-BLR,369,40
SKU02820,Product 2820,Home,WH-BLR,312,23
SKU02821,Product 2821,Electronics,WH-MUM,103,25
SKU02822,Product 2822,Home,WH-DEL,85,50
SKU02823,Product 2823,Beauty,WH-DEL,463,39
SKU02824,Product 2824,Toys,WH-DEL,449,19
SKU02825,Product 2825,Sports,WH-HYD,250,48
SKU02826,Product 2826,Apparel,WH-BLR,213,42
SKU02827,Product 2827,Toys,WH-PUN,248,12
SKU02828,Product 2828,Sports,WH-DEL,430,22
SKU02829,Product 2829,Apparel,WH-BLR,345,13
SKU02830,Product 2830,Sports,WH-BLR,425,21
SKU02831,Product 2831,Electronics,WH-MUM,450,28
SKU02832,Product 2832,Home,WH-BLR,265,30
SKU02833,Product 2833,Sports,WH-HYD,57,42
SKU02834,Product 2834,Toys,WH-PUN,397,16
SKU02835,Product 2835,Home,WH-PUN,212,32
SKU02836,Product 2836,Electronics,WH-DEL,243,28
SKU02837,Product 2837,Apparel,WH-MUM,497,49
SKU02838,Product 2838,Electronics,WH-DEL,302,50
SKU02839,Product 2839,Sports,WH-MUM,95,20
SKU02840,Product 2840,Home,WH-DEL,68,41
SKU02841,Product 2841,Books,WH-DEL,22,44
SKU02842,Product 2842,Toys,WH-BLR,409,50
SKU02843,Product 2843,Electronics,WH-BLR,402,41
SKU02844,Product 2844,Books,WH-MUM,252,23
SKU02845,Product 2845,Electronics,WH-BLR,131,13
SKU02846,Product 2846,Home,WH-HYD,429,46
SKU02847,Product 2847,Home,WH-DEL,87,41
SKU02848,Product 2848,Apparel,WH-BLR,114,32
SKU02849,Product 2849,Electronics,WH-BLR,266,36
SKU02850,Product 2850,Apparel,WH-BLR,256,13
SKU02851,Product 2851,Books,WH-MUM,41,19
SKU02852,Product 2852,Books,WH-HYD,313,49
SKU02853,Product 2853,Sports,WH-MUM,214,28
SKU02854,Product 2854,Apparel,WH-DEL,206,15
SKU02855,Product 2855,Beauty,WH-DEL,197,50
SKU02856,Product 2856,Beauty,WH-BLR,27,12
SKU02857,Product 2857,Apparel,WH-DEL,263,18
SKU02858,Product 2858,Electronics,WH-HYD,137,34
SKU02859,Product 2859,Home,WH-MUM,221,23
SKU02860,Product 2860,Apparel,WH-PUN,199,18
SKU02861,Product 2861,Toys,WH-BLR,59,31
SKU02862,Product 2862,Books,WH-DEL,22,16
SKU02863,Product 2863,Home,WH-MUM,122,48
SKU02864,Product 2864,Sports,WH-PUN,193,30
SKU02865,Product 2865,Sports,WH-BLR,13,46
SKU02866,Product 2866,Toys,WH-PUN,42,28
SKU02867,Product 2867,Sports,WH-PUN,260,26
SKU02868,Product 2868,Home,WH-PUN,182,27
SKU02869,Product 2869,Sports,WH-HYD,376,19
SKU02870,Product 2870,Home,WH-HYD,180,19
SKU02871,Product 2871,Toys,WH-DEL,337,28
SKU02872,Product 2872,Home,WH-MUM,250,18
SKU02873,Product 2873,Electronics,WH-HYD,347,33
SKU02874,Product 2874,Apparel,WH-PUN,210,26
SKU02875,Product 2875,Electronics,WH-MUM,300,34
SKU02876,Product 2876,Electronics,WH-MUM,166,29
SKU02877,Product 2877,Home,WH-HYD,132,33
SKU02878,Product 2878,Home,WH-PUN,248,14
SKU02879,Product 2879,Home,WH-MUM,408,20
SKU02880,Product 2880,Apparel,WH-PUN,162,42
SKU02881,Product 2881,Books,WH-HYD,273,29
SKU02882,Product 2882,Home,WH-DEL,194,45
SKU02883,Product 2883,Apparel,WH-DEL,312,26
SKU02884,Product 2884,Electronics,WH-HYD,121,45
SKU02885,Product 2885,Apparel,WH-DEL,150,25
SKU02886,Product 2886,Sports,WH-DEL,480,24
SKU02887,Product 2887,Beauty,WH-PUN,397,49
SKU02888,Product 2888,Beauty,WH-MUM,,26
SKU02889,Product 2889,Apparel,WH-PUN,269,23
SKU02890,Product 2890,Beauty,WH-HYD,249,18
SKU02891,Product 2891,Toys,WH-HYD,383,17
SKU02892,Product 2892,Home,WH-BLR,185,20
SKU02893,Product 2893,Electronics,WH-BLR,131,30
SKU02894,Product 2894,Toys,WH-DEL,496,23
SKU02895,Product 2895,Sports,WH-BLR,436,27
SKU02896,Product 2896,Electronics,WH-BLR,387,28
SKU02897,Product 2897,Apparel,WH-BLR,243,24
SKU02898,Product 2898,Toys,WH-HYD,499,19
SKU02899,Product 2899,Beauty,WH-MUM,22,14
SKU02900,Product 2900,Beauty,WH-MUM,306,23
SKU02901,Product 2901,Beauty,WH-DEL,421,13
SKU02902,Product 2902,Beauty,WH-BLR,438,20
SKU02903,Product 2903,Sports,WH-PUN,120,45
SKU02904,Product 2904,Books,WH-PUN,339,41
SKU02905,Product 2905,Beauty,WH-BLR,480,24
SKU02906,Product 2906,Home,WH-BLR,489,16
SKU02907,Product 2907,Sports,WH-MUM,0,43
SKU02908,Product 2908,Books,WH-HYD,96,33
SKU02909,Product 2909,Books,WH-PUN,182,21
SKU02910,Product 2910,Beauty,WH-BLR,496,20
SKU02911,Product 2911,Electronics,WH-PUN,485,48
SKU02912,Product 2912,Toys,WH-MUM,143,16
SKU02913,Product 2913,Electronics,WH-PUN,372,43
SKU02914,Product 2914,Toys,WH-PUN,177,46
SKU02915,Product 2915,Books,WH-PUN,361,43
SKU02916,Product 2916,Books,WH-DEL,498,43
SKU02917,Product 2917,Electronics,WH-PUN,62,49
SKU02918,Product 2918,Apparel,WH-PUN,138,17
SKU02919,Product 2919,Toys,WH-PUN,254,25
SKU02920,Product 2920,Apparel,WH-DEL,146,36
SKU02921,Product 2921,Apparel,WH-BLR,130,47
SKU02922,Product 2922,Books,WH-MUM,381,31
SKU02923,Product 2923,Toys,WH-MUM,96,22
SKU02924,Product 2924,Home,WH-PUN,96,39
SKU02925,Product 2925,Electronics,WH-PUN,364,38
SKU02926,Product 2926,Books,WH-DEL,65,27
SKU02927,Product 2927,Electronics,WH-PUN,,23
SKU02928,Product 2928,Home,WH-BLR,94,27
SKU02929,Product 2929,Apparel,WH-DEL,396,11
SKU02930,Product 2930,Sports,WH-DEL,,39
SKU02931,Product 2931,Apparel,WH-DEL,,34
SKU02932,Product 2932,Apparel,WH-BLR,98,28
SKU02933,Product 2933,Apparel,WH-DEL,331,43
SKU02934,Product 2934,Toys,WH-HYD,335,20
SKU02935,Product 2935,Home,WH-HYD,156,42
SKU02936,Product 2936,Toys,WH-PUN,122,11
SKU02937,Product 2937,Beauty,WH-DEL,472,18
SKU02938,Product 2938,Apparel,WH-MUM,42,41
SKU02939,Product 2939,Toys,WH-PUN,317,47
SKU02940,Product 2940,Sports,WH-DEL,221,13
SKU02941,Product 2941,Home,WH-DEL,75,46
SKU02942,Product 2942,Toys,WH-BLR,257,40
SKU02943,Product 2943,Apparel,WH-MUM,391,28
SKU02944,Product 2944,Sports,WH-MUM,333,21
SKU02945,Product 2945,Beauty,WH-HYD,19,46
SKU02946,Product 2946,Books,WH-DEL,298,32
SKU02947,Product 2947,Toys,WH-PUN,73,23
SKU02948,Product 2948,Electronics,WH-PUN,43,39
SKU02949,Product 2949,Sports,WH-PUN,252,32
SKU02950,Product 2950,Beauty,WH-HYD,54,32
SKU02951,Product 2951,Electronics,WH-DEL,437,44
SKU02952,Product 2952,Electronics,WH-MUM,24,27
SKU02953,Product 2953,Electronics,WH-BLR,151,39
SKU02954,Product 2954,Beauty,WH-DEL,224,17
SKU02955,Product 2955,Toys,WH-BLR,340,24
SKU02956,Product 2956,Beauty,WH-BLR,49,31
SKU02957,Product 2957,Beauty,WH-MUM,431,15
SKU02958,Product 2958,Electronics,WH-DEL,12,23
SKU02959,Product 2959,Toys,WH-HYD,197,44
SKU02960,Product 2960,Beauty,WH-MUM,178,25
SKU02961,Product 2961,Toys,WH-HYD,299,25
SKU02962,Product 2962,Home,WH-HYD,280,50
SKU02963,Product 2963,Toys,WH-DEL,418,44
SKU02964,Product 2964,Toys,WH-MUM,137,42
SKU02965,Product 2965,Toys,WH-HYD,38,24
SKU02966,Product 2966,Electronics,WH-BLR,440,16
SKU02967,Product 2967,Sports,WH-DEL,89,44
SKU02968,Product 2968,Apparel,WH-HYD,81,22
SKU02969,Product 2969,Beauty,WH-BLR,436,31
SKU02970,Product 2970,Electronics,WH-DEL,422,18
SKU02971,Product 2971,Books,WH-PUN,305,12
SKU02972,Product 2972,Toys,WH-BLR,380,15
SKU02973,Product 2973,Apparel,WH-HYD,26,19
SKU02974,Product 2974,Beauty,WH-DEL,119,33
SKU02975,Product 2975,Beauty,WH-HYD,18,28
SKU02976,Product 2976,Books,WH-BLR,285,32
SKU02977,Product 2977,Toys,WH-BLR,81,46
SKU02978,Product 2978,Home,WH-MUM,81,35
SKU02979,Product 2979,Toys,WH-MUM,172,41
SKU02980,Product 2980,Apparel,WH-DEL,192,37
SKU02981,Product 2981,Electronics,WH-MUM,308,33
SKU02982,Product 2982,Sports,WH-DEL,181,23
SKU02983,Product 2983,Home,WH-BLR,197,32
SKU02984,Product 2984,Toys,WH-MUM,382,20
SKU02985,Product 2985,Apparel,WH-HYD,426,20
SKU02986,Product 2986,Home,WH-HYD,,37
SKU02987,Product 2987,Toys,WH-HYD,231,18
SKU02988,Product 2988,Beauty,WH-HYD,85,34
SKU02989,Product 2989,Beauty,WH-MUM,37,38
SKU02990,Product 2990,Electronics,WH-MUM,301,32
SKU02991,Product 2991,Home,WH-BLR,384,19
SKU02992,Product 2992,Books,WH-BLR,150,12
SKU02993,Product 2993,Sports,WH-HYD,184,26
SKU02994,Product 2994,Apparel,WH-MUM,496,28
SKU02995,Product 2995,Beauty,WH-PUN,309,13
SKU02996,Product 2996,Home,WH-BLR,192,40
SKU02997,Product 2997,Sports,WH-HYD,42,12
SKU02998,Product 2998,Books,WH-BLR,355,28
SKU02999,Product 2999,Toys,WH-PUN,435,49
SKU03000,Product 3000,Apparel,WH-DEL,248,16
SKU03001,Product 3001,Electronics,WH-DEL,219,32
SKU03002,Product 3002,Toys,WH-MUM,194,25
SKU03003,Product 3003,Sports,WH-PUN,454,33
SKU03004,Product 3004,Electronics,WH-DEL,94,50
SKU03005,Product 3005,Books,WH-MUM,374,27
SKU03006,Product 3006,Apparel,WH-MUM,415,10
SKU03007,Product 3007,Home,WH-DEL,47,26
SKU03008,Product 3008,Toys,WH-HYD,109,49
SKU03009,Product 3009,Toys,WH-DEL,499,43
SKU03010,Product 3010,Toys,WH-PUN,212,11
SKU03011,Product 3011,Sports,WH-PUN,,25
SKU03012,Product 3012,Sports,WH-MUM,173,32
SKU03013,Product 3013,Books,WH-BLR,257,37
SKU03014,Product 3014,Home,WH-MUM,133,50
SKU03015,Product 3015,Beauty,WH-MUM,287,49
SKU03016,Product 3016,Sports,WH-PUN,229,40
SKU03017,Product 3017,Apparel,WH-MUM,133,28
SKU03018,Product 3018,Apparel,WH-PUN,472,13
SKU03019,Product 3019,Toys,WH-MUM,374,23
SKU03020,Product 3020,Sports,WH-BLR,196,40
SKU03021,Product 3021,Beauty,WH-PUN,167,26
SKU03022,Product 3022,Beauty,WH-PUN,299,30
SKU03023,Product 3023,Toys,WH-HYD,31,43
SKU03024,Product 3024,Books,WH-HYD,441,40
