order_item_id,order_id,sku,quantity,unit_price
OI00126922,ORD0047365,SKU02817,2,1597.84
OI00126923,ORD0015192,SKU02011,7,1002.16
OI00126924,ORD0009074,SKU01688,3,194.42
OI00126925,ORD0040708,SKU03752,2,906.72
OI00126926,ORD0032628,SKU01870,2,454.31
OI00126927,ORD0045058,SKU02507,10,1591.73
OI00126928,ORD0005459,SKU03550,5,452.99
OI00126929,ORD0032801,SKU02085,4,2908.35
OI00126930,ORD0041709,SKU01957,1,1148.27
OI00126931,ORD0020343,SKU03118,4,1389.88
OI00126932,ORD0012885,SKU02197,7,1255.81
OI00126933,ORD0000897,SKU04054,2,1280.09
OI00126934,ORD0008851,SKU03433,10,2765.9
OI00126935,ORD0028994,SKU00236,8,906.77
OI00126936,ORD0021297,SKU00456,4,2935.71
OI00126937,ORD0008885,SKU03427,1,2429.29
OI00126938,ORD0032487,SKU03812,9,2153.9
OI00126939,ORD0031899,SKU00558,2,2538.35
OI00126940,ORD0018343,SKU00714,6,1260.19
OI00126941,ORD0001921,SKU04184,5,1651.23
OI00126942,ORD0037444,SKU03340,9,2659.89
OI00126943,ORD0043793,SKU01368,5,2692.41
OI00126944,ORD0005154,SKU04558,5,890.19
OI00126945,ORD0024457,SKU04846,3,639.03
OI00126946,ORD0019875,SKU00713,6,347.41
OI00126947,ORD0040419,SKU03911,7,396.73
OI00126948,ORD0034683,SKU01413,6,2852.03
OI00126949,ORD0001246,SKU03826,1,1472.68
OI00126950,ORD0002867,SKU03955,4,998.78
OI00126951,ORD0001658,SKU02006,5,2491.76
OI00126952,ORD0004234,SKU03012,9,206.68
OI00126953,ORD0016959,SKU00705,3,1668.04
OI00126954,ORD0017852,SKU04199,5,50.29
OI00126955,ORD0038155,SKU01596,3,233.98
OI00126956,ORD0017308,SKU04895,4,1119.96
OI00126957,ORD0019288,SKU00729,7,2344.93
OI00126958,ORD0044044,SKU03864,6,454.85
OI00126959,ORD0035198,SKU00774,4,730.92
OI00126960,ORD0014167,SKU03795,7,1103.38
OI00126961,ORD0040020,SKU01538,3,-1342.8
OI00126962,ORD0038802,SKU02108,6,650.55
OI00126963,ORD0011633,SKU02092,10,1712.26
OI00126964,ORD0033743,SKU00182,3,1663.2
OI00126965,ORD0008147,SKU03533,10,2406.05
OI00126966,ORD0038473,SKU04382,1,1577.16
OI00126967,ORD0025751,SKU00118,1,2505.35
OI00126968,ORD0020802,SKU01895,8,1927.0
OI00126969,ORD0002327,SKU03236,10,980.02
OI00126970,ORD0037764,SKU00874,9,2729.85
OI00126971,ORD0044997,SKU02057,5,2111.08
OI00126972,ORD0018056,SKU04788,10,1578.19
OI00126973,ORD0039245,SKU03617,1,499.75
OI00126974,ORD0040067,SKU04085,9,1896.46
OI00126975,ORD0040928,SKU00266,9,2486.87
OI00126976,ORD0001364,SKU02037,3,1866.6
OI00126977,ORD0035614,SKU02422,4,1407.63
OI00126978,ORD0005603,SKU02403,7,2044.1
OI00126979,ORD0006090,SKU00115,9,2324.49
OI00126980,ORD0046564,SKU04934,1,2145.39
OI00126981,ORD0028171,SKU00875,9,1981.53
OI00126982,ORD0023528,SKU01062,5,617.82
OI00126983,ORD0022144,SKU00094,3,2935.77
OI00126984,ORD0036091,SKU02855,3,728.76
OI00126985,ORD0047961,SKU03110,10,2606.57
OI00126986,ORD0043791,SKU01946,,2997.78
OI00126987,ORD0016450,SKU00099,1,2409.47
OI00126988,ORD0032729,SKU02693,1,271.1
OI00126989,ORD0022503,SKU02906,6,2894.46
OI00126990,ORD0037186,SKU02754,2,141.78
OI00126991,ORD0019119,SKU00164,10,278.63
OI00126992,ORD0045540,SKU04135,9,1285.21
OI00126993,ORD0016011,SKU04802,7,1909.79
OI00126994,ORD0002029,SKU02109,9,1630.35
OI00126995,ORD0022367,SKU04174,8,2351.43
OI00126996,ORD0020993,SKU00110,4,1097.45
OI00126997,ORD0028373,SKU02683,8,2076.84
OI00126998,ORD0012177,SKU04372,7,-663.78
OI00126999,ORD0036115,SKU01662,6,748.44
OI00127000,ORD0014155,SKU04280,3,2453.56
OI00127001,ORD0004693,SKU04523,1,2449.09
OI00127002,ORD0042001,SKU01733,3,1532.66
OI00127003,ORD0038131,SKU00209,5,2079.07
OI00127004,ORD0015508,SKU02013,10,1203.36
OI00127005,ORD0031343,SKU00636,6,776.02
OI00127006,ORD0028731,SKU03538,5,343.86
OI00127007,ORD0016084,SKU04768,2,2068.65
OI00127008,ORD0018310,SKU01503,3,770.1
OI00127009,ORD0031584,SKU00881,2,2997.43
OI00127010,ORD0032476,SKU04604,2,229.13
OI00127011,ORD0012917,SKU03488,8,696.14
OI00127012,ORD0032377,SKU01321,7,2631.49
OI00127013,ORD0019890,SKU04342,6,2263.45
OI00127014,ORD0015016,SKU04746,9,990.36
OI00127015,ORD0022564,SKU03293,1,1330.72
OI00127016,ORD0033817,SKU00853,10,1413.49
OI00127017,ORD0025482,SKU01122,9,900.32
OI00127018,ORD0022522,SKU04644,8,1116.97
OI00127019,ORD0034433,SKU02171,7,1607.99
OI00127020,ORD0014725,SKU04315,5,2895.06
OI00127021,ORD0038847,SKU02141,3,251.53
OI00127022,ORD0047054,SKU00524,6,2708.86
OI00127023,ORD0021001,SKU00381,9,565.71
OI00127024,ORD0011510,SKU03221,1,1346.63
OI00127025,ORD0014276,SKU02587,5,1239.22
OI00127026,ORD0031457,SKU02202,5,684.58
OI00127027,ORD0031499,SKU03601,6,2555.93
OI00127028,ORD0045060,SKU02380,8,905.2
OI00127029,ORD0006513,SKU02225,1,225.74
OI00127030,ORD0024947,SKU02554,10,2918.96
OI00127031,ORD0034654,SKU02661,6,1405.3
OI00127032,ORD0031783,SKU01865,8,1694.12
OI00127033,ORD0037197,SKU04517,9,114.3
OI00127034,ORD0028601,SKU03263,1,2664.06
OI00127035,ORD0019052,SKU03520,1,1583.61
OI00127036,ORD0036351,SKU02217,5,811.28
OI00127037,ORD0045548,SKU03908,2,1448.56
OI00127038,ORD0004343,SKU03113,10,1533.69
OI00127039,ORD0032722,SKU01055,10,1057.73
OI00127040,ORD0024604,SKU01298,3,2524.21
OI00127041,ORD0048236,SKU03886,5,1537.99
OI00127042,ORD0014674,SKU02651,9,841.84
OI00127043,ORD0021806,SKU03399,5,2685.23
OI00127044,ORD0009804,SKU01509,4,257.22
OI00127045,ORD0002695,SKU01466,9,2267.49
OI00127046,ORD0030903,SKU03937,3,2099.82
OI00127047,ORD0006854,SKU03738,6,2285.43
OI00127048,ORD0023660,SKU00833,7,1038.43
OI00127049,ORD0043902,SKU01709,5,681.81
OI00127050,ORD0005018,SKU00033,9,1940.47
OI00127051,ORD0004111,SKU00927,8,2963.59
OI00127052,ORD0044563,SKU01361,10,898.89
OI00127053,ORD0025401,SKU02712,2,200.48
OI00127054,ORD0048373,SKU00053,5,2248.12
OI00127055,ORD0002951,SKU01233,2,55.37
OI00127056,ORD0000629,SKU01348,10,-1940.69
OI00127057,ORD0040822,SKU04142,10,2090.58
OI00127058,ORD0030907,SKU00546,2,1201.81
OI00127059,ORD0049501,SKU03348,8,2566.46
OI00127060,ORD0041772,SKU03106,7,571.17
OI00127061,ORD0034747,SKU03261,3,170.41
OI00127062,ORD0030789,SKU00142,5,1484.6
OI00127063,ORD0012906,SKU00705,9,2985.5
OI00127064,ORD0045036,SKU02922,7,176.48
OI00127065,ORD0008585,SKU04064,2,1656.49
OI00127066,ORD0023455,SKU04203,9,1021.14
OI00127067,ORD0042642,SKU04450,10,889.51
OI00127068,ORD0009863,SKU03197,1,1254.38
OI00127069,ORD0035048,SKU03247,6,1712.9
OI00127070,ORD0042567,SKU02945,1,1687.34
OI00127071,ORD0011990,SKU00583,8,2713.88
OI00127072,ORD0034344,SKU02255,2,109.03
OI00127073,ORD0047005,SKU02186,1,1117.81
OI00127074,ORD0001421,SKU01040,8,2106.11
OI00127075,ORD0049003,SKU04953,1,2163.54
OI00127076,ORD0018154,SKU00208,6,2467.53
OI00127077,ORD0036187,SKU01130,8,1272.2
OI00127078,ORD0017554,SKU01772,2,553.84
OI00127079,ORD0030272,SKU04042,7,2595.44
OI00127080,ORD0027597,SKU04084,7,452.16
OI00127081,ORD0024834,SKU04798,1,619.36
OI00127082,ORD0027518,SKU00648,,1410.68
OI00127083,ORD0011693,SKU02412,3,845.0
OI00127084,ORD0041925,SKU04897,6,1678.64
OI00127085,ORD0008216,SKU02783,,644.65
OI00127086,ORD0035480,SKU00361,6,1226.82
OI00127087,ORD0046380,SKU03627,4,675.6
OI00127088,ORD0039986,SKU00874,8,986.93
OI00127089,ORD0008888,SKU04615,6,1723.95
OI00127090,ORD0033313,SKU00982,5,2534.3
OI00127091,ORD0040076,SKU03873,6,1396.41
OI00127092,ORD0010827,SKU04736,10,1452.86
OI00127093,ORD0031207,SKU02999,7,2233.69
OI00127094,ORD0036721,SKU02970,9,2925.92
OI00127095,ORD0034168,SKU04260,7,2982.12
OI00127096,ORD0027223,SKU04685,1,1686.49
OI00127097,ORD0012915,SKU04249,8,1510.5
OI00127098,ORD0024588,SKU00619,10,122.64
OI00127099,ORD0049373,SKU04873,,-1189.71
OI00127100,ORD0016976,SKU03425,5,1540.13
OI00127101,ORD0037704,SKU03738,5,2831.14
OI00127102,ORD0003945,SKU01120,10,1455.44
OI00127103,ORD0012954,SKU00523,1,1842.5
OI00127104,ORD0035110,SKU04487,3,1332.57
OI00127105,ORD0039225,SKU02241,1,744.3
OI00127106,ORD0020507,SKU01345,1,1386.97
OI00127107,ORD0044545,SKU01456,2,2991.52
OI00127108,ORD0018375,SKU03942,10,1522.96
OI00127109,ORD0029621,SKU04219,6,2810.35
OI00127110,ORD0025931,SKU01335,5,417.74
OI00127111,ORD0037539,SKU03250,10,454.58
OI00127112,ORD0045348,SKU04790,1,-154.45
OI00127113,ORD0047620,SKU01957,3,321.05
OI00127114,ORD0010516,SKU03603,5,797.54
OI00127115,ORD0016444,SKU00110,10,295.16
OI00127116,ORD0014090,SKU02433,4,2105.54
OI00127117,ORD0015068,SKU04568,5,2210.87
OI00127118,ORD0016235,SKU00611,4,282.47
OI00127119,ORD0011955,SKU04498,5,646.99
OI00127120,ORD0011035,SKU00253,6,1730.75
OI00127121,ORD0015216,SKU00369,10,998.45
OI00127122,ORD0033182,SKU00783,5,632.16
OI00127123,ORD0017703,SKU03507,2,1007.2
OI00127124,ORD0045169,SKU00572,4,308.82
OI00127125,ORD0000182,SKU02267,10,1955.99
OI00127126,ORD0017937,SKU01124,2,435.34
OI00127127,ORD0042530,SKU04799,2,1536.07
OI00127128,ORD0042941,SKU04672,7,2409.76
OI00127129,ORD0041033,SKU04185,3,280.33
OI00127130,ORD0040883,SKU04558,5,1471.53
OI00127131,ORD0019528,SKU01611,1,2251.59
OI00127132,ORD0048668,SKU01033,3,885.26
OI00127133,ORD0024404,SKU04077,5,1390.87
OI00127134,ORD0000753,SKU03954,9,798.38
OI00127135,ORD0022515,SKU00279,6,1120.41
OI00127136,ORD0001917,SKU01232,1,2692.29
OI00127137,ORD0015985,SKU01468,4,2001.05
OI00127138,ORD0031369,SKU02270,10,2985.05
OI00127139,ORD0039962,SKU01153,1,1598.45
OI00127140,ORD0027285,SKU01156,7,261.39
OI00127141,ORD0006224,SKU04042,7,1478.1
OI00127142,ORD0003808,SKU03837,10,1769.69
OI00127143,ORD0002660,SKU04529,4,1535.39
OI00127144,ORD0035718,SKU00320,4,2488.27
OI00127145,ORD0026081,SKU01121,8,661.51
OI00127146,ORD0011997,SKU04315,1,2026.07
OI00127147,ORD0015668,SKU04399,7,1540.94
OI00127148,ORD0009807,SKU00816,1,2970.89
OI00127149,ORD0046977,SKU02967,5,726.36
OI00127150,ORD0048324,SKU00513,8,1051.65
OI00127151,ORD0040432,SKU03686,3,1865.07
OI00127152,ORD0012392,SKU04839,1,1443.28
OI00127153,ORD0027226,SKU00032,9,2151.45
OI00127154,ORD0043799,SKU00505,4,1765.7
OI00127155,ORD0035983,SKU03760,9,390.51
OI00127156,ORD0012549,SKU01658,9,1131.35
OI00127157,ORD0044648,SKU00652,4,879.68
OI00127158,ORD0044068,SKU04026,10,578.02
OI00127159,ORD0024654,SKU03795,2,1075.39
OI00127160,ORD0031273,SKU00757,5,2375.57
OI00127161,ORD0031607,SKU01394,2,336.28
OI00127162,ORD0000665,SKU00361,6,1243.75
OI00127163,ORD0046644,SKU02195,10,600.69
OI00127164,ORD0012264,SKU03457,2,2432.99
OI00127165,ORD0027190,SKU01175,5,938.34
OI00127166,ORD0042436,SKU03732,4,2239.01
OI00127167,ORD0026862,SKU04289,10,79.63
OI00127168,ORD0032211,SKU02516,3,2260.79
OI00127169,ORD0034171,SKU01627,4,2038.78
OI00127170,ORD0010758,SKU03713,3,2252.45
OI00127171,ORD0028426,SKU01092,1,1509.71
OI00127172,ORD0001741,SKU00550,9,2293.84
OI00127173,ORD0030740,SKU03204,3,1834.08
OI00127174,ORD0045507,SKU01311,8,1997.62
OI00127175,ORD0021550,SKU00560,10,1043.46
OI00127176,ORD0009931,SKU01910,2,2251.58
OI00127177,ORD0029521,SKU00362,1,2174.98
OI00127178,ORD0033517,SKU02488,1,988.65
OI00127179,ORD0025944,SKU02108,2,2007.29
OI00127180,ORD0040197,SKU04297,1,1206.79
OI00127181,ORD0009467,SKU00322,10,458.36
OI00127182,ORD0046106,SKU02484,1,2137.11
OI00127183,ORD0015643,SKU02227,5,2564.28
OI00127184,ORD0007770,SKU01732,9,2150.97
OI00127185,ORD0037116,SKU02586,1,2934.95
OI00127186,ORD0025367,SKU01345,8,2501.41
OI00127187,ORD0025505,SKU02054,5,1615.65
OI00127188,ORD0031784,SKU02817,9,1125.11
OI00127189,ORD0040706,SKU02590,8,793.69
OI00127190,ORD0024014,SKU01835,10,2801.93
OI00127191,ORD0038994,SKU02021,5,2160.42
OI00127192,ORD0007876,SKU04879,3,1522.78
OI00127193,ORD0023251,SKU00705,1,1982.16
OI00127194,ORD0047636,SKU02369,1,2881.98
OI00127195,ORD0044823,SKU00824,6,348.57
OI00127196,ORD0042912,SKU01933,3,194.14
OI00127197,ORD0024687,SKU02865,4,413.26
OI00127198,ORD0014122,SKU02687,4,1600.71
OI00127199,ORD0000671,SKU03848,3,410.39
OI00127200,ORD0012213,SKU02256,3,87.88
OI00127201,ORD0011238,SKU03093,10,60.57
OI00127202,ORD0024875,SKU00644,5,656.21
OI00127203,ORD0009604,SKU01506,8,1544.85
OI00127204,ORD0013439,SKU03571,8,2969.43
OI00127205,ORD0043161,SKU02382,4,1614.07
OI00127206,ORD0008888,SKU00811,4,2150.92
OI00127207,ORD0040314,SKU00234,1,1019.46
OI00127208,ORD0009455,SKU02480,5,1563.43
OI00127209,ORD0001538,SKU00375,9,379.42
OI00127210,ORD0002162,SKU02042,7,1221.09
OI00127211,ORD0003613,SKU02013,2,360.2
OI00127212,ORD0010754,SKU02211,4,2125.21
OI00127213,ORD0010332,SKU04999,8,163.04
OI00127214,ORD0027058,SKU03947,7,1437.29
OI00127215,ORD0014451,SKU02149,5,159.75
OI00127216,ORD0034982,SKU01858,3,617.23
OI00127217,ORD0037954,SKU02517,7,2038.39
OI00127218,ORD0036580,SKU04943,9,1586.61
OI00127219,ORD0032336,SKU01452,8,2577.15
OI00127220,ORD0038223,SKU00902,1,989.59
OI00127221,ORD0039915,SKU03665,8,819.98
OI00127222,ORD0032557,SKU00678,5,1047.78
OI00127223,ORD0002479,SKU04757,4,1295.57
OI00127224,ORD0004599,SKU01273,10,67.24
OI00127225,ORD0039065,SKU03529,2,1733.44
OI00127226,ORD0018880,SKU01332,2,212.99
OI00127227,ORD0016320,SKU00468,4,1608.96
OI00127228,ORD0027382,SKU04515,2,1427.56
OI00127229,ORD0037918,SKU04336,10,2675.05
OI00127230,ORD0041373,SKU01931,3,2068.83
OI00127231,ORD0047631,SKU03061,7,1400.7
OI00127232,ORD0015905,SKU04319,3,2754.55
OI00127233,ORD0012621,SKU04987,10,1222.74
OI00127234,ORD0010736,SKU01729,10,2709.91
OI00127235,ORD0048398,SKU02859,4,1863.03
OI00127236,ORD0020186,SKU02730,5,2364.85
OI00127237,ORD0039529,SKU04257,3,2442.95
OI00127238,ORD0034984,SKU00914,1,1995.08
OI00127239,ORD0014014,SKU03434,7,2271.16
OI00127240,ORD0019238,SKU01679,3,2012.83
OI00127241,ORD0002643,SKU03151,10,1946.84
OI00127242,ORD0017745,SKU04703,2,579.0
OI00127243,ORD0047169,SKU04413,3,1912.05
OI00127244,ORD0007310,SKU01830,3,2964.29
OI00127245,ORD0001577,SKU04092,7,1986.26
OI00127246,ORD0036194,SKU01876,1,2253.32
OI00127247,ORD0033343,SKU04793,5,2249.84
OI00127248,ORD0027589,SKU02567,9,1279.7
OI00127249,ORD0048480,SKU02604,1,2707.07
OI00127250,ORD0025863,SKU01780,7,1272.0
OI00127251,ORD0036193,SKU00846,6,2936.51
OI00127252,ORD0013182,SKU00863,9,1341.43
OI00127253,ORD0022498,SKU00107,8,2473.43
OI00127254,ORD0037930,SKU01014,6,2380.75
OI00127255,ORD0037425,SKU04018,1,1068.78
OI00127256,ORD0000115,SKU03781,3,1720.91
OI00127257,ORD0000390,SKU03293,4,2312.73
OI00127258,ORD0001640,SKU00921,5,822.02
OI00127259,ORD0008542,SKU00893,3,761.06
OI00127260,ORD0004797,SKU01230,9,2247.69
OI00127261,ORD0021142,SKU00458,10,2158.03
OI00127262,ORD0002783,SKU04714,3,1880.68
OI00127263,ORD0016135,SKU01006,10,1531.13
OI00127264,ORD0033274,SKU02245,,380.82
OI00127265,ORD0023862,SKU03328,9,2357.35
OI00127266,ORD0010108,SKU03133,4,993.91
OI00127267,ORD0036118,SKU00826,3,1166.19
OI00127268,ORD0041446,SKU04984,6,2492.55
OI00127269,ORD0041874,SKU03011,1,1964.48
OI00127270,ORD0028297,SKU02094,8,-2932.22
OI00127271,ORD0016153,SKU03641,4,1855.77
OI00127272,ORD0014375,SKU01246,4,2021.33
OI00127273,ORD0017917,SKU04823,1,1435.28
OI00127274,ORD0031011,SKU00889,2,402.15
OI00127275,ORD0009429,SKU03112,2,1706.64
OI00127276,ORD0011738,SKU00379,9,1567.06
OI00127277,ORD0014333,SKU00614,1,1188.43
OI00127278,ORD0043486,SKU02221,4,2230.23
OI00127279,ORD0000088,SKU04100,5,995.27
OI00127280,ORD0037506,SKU00115,2,732.11
OI00127281,ORD0030452,SKU01454,5,2802.57
OI00127282,ORD0025677,SKU04699,9,2539.37
OI00127283,ORD0002431,SKU02488,8,1450.97
OI00127284,ORD0015716,SKU03638,4,1735.83
OI00127285,ORD0001177,SKU04965,1,2590.42
OI00127286,ORD0037665,SKU03272,9,2837.64
OI00127287,ORD0013687,SKU03935,1,987.07
OI00127288,ORD0049694,SKU01664,2,1873.14
OI00127289,ORD0016668,SKU02567,1,851.22
OI00127290,ORD0003360,SKU01312,7,504.09
OI00127291,ORD0044303,SKU02245,7,2633.04
OI00127292,ORD0020494,SKU01505,2,2264.94
OI00127293,ORD0024108,SKU03701,10,2245.53
OI00127294,ORD0028231,SKU02728,3,2922.83
OI00127295,ORD0031985,SKU04898,6,2464.65
OI00127296,ORD0013129,SKU04035,4,2486.98
OI00127297,ORD0012388,SKU00484,1,1240.02
OI00127298,ORD0025532,SKU03262,2,2696.04
OI00127299,ORD0028260,SKU04372,5,2351.1
OI00127300,ORD0038234,SKU01652,3,1842.83
OI00127301,ORD0006744,SKU00647,4,2326.07
OI00127302,ORD0042930,SKU04084,9,162.62
OI00127303,ORD0036585,SKU03792,9,890.93
OI00127304,ORD0008204,SKU02122,10,2177.58
OI00127305,ORD0032617,SKU04433,3,2271.94
OI00127306,ORD0034765,SKU01239,8,1697.13
OI00127307,ORD0026257,SKU00970,10,683.88
OI00127308,ORD0020638,SKU01200,9,746.58
OI00127309,ORD0038675,SKU03721,10,1260.77
OI00127310,ORD0010358,SKU04780,7,1261.53
OI00127311,ORD0046230,SKU03188,9,788.45
OI00127312,ORD0015991,SKU01848,8,1198.99
OI00127313,ORD0036670,SKU04177,5,829.75
OI00127314,ORD0004457,SKU02516,2,2591.9
OI00127315,ORD0024093,SKU00023,4,2014.99
OI00127316,ORD0013087,SKU04197,10,452.3
OI00127317,ORD0002584,SKU01117,6,77.78
OI00127318,ORD0045332,SKU00310,3,460.57
OI00127319,ORD0001671,SKU03216,8,1791.21
OI00127320,ORD0002643,SKU02897,3,95.16
OI00127321,ORD0023288,SKU01303,1,113.13
OI00127322,ORD0042640,SKU03800,3,2680.81
OI00127323,ORD0026165,SKU02635,4,2340.45
OI00127324,ORD0020352,SKU04505,6,2783.3
OI00127325,ORD0028727,SKU03443,6,1578.96
OI00127326,ORD0048389,SKU02608,5,2561.54
OI00127327,ORD0037593,SKU04965,6,1973.22
OI00127328,ORD0031697,SKU01620,5,2362.67
OI00127329,ORD0048456,SKU04177,1,1460.69
OI00127330,ORD0043710,SKU02101,2,881.47
OI00127331,ORD0044788,SKU00623,5,268.84
OI00127332,ORD0031794,SKU00672,10,2830.75
OI00127333,ORD0014369,SKU02141,1,1702.63
OI00127334,ORD0027437,SKU03768,3,217.85
OI00127335,ORD0001002,SKU03581,4,195.44
OI00127336,ORD0038548,SKU04399,1,2501.75
OI00127337,ORD0030280,SKU04021,9,722.35
OI00127338,ORD0009815,SKU00259,3,800.88
OI00127339,ORD0002053,SKU00356,8,2472.32
OI00127340,ORD0044400,SKU01538,9,1336.41
OI00127341,ORD0019681,SKU03576,10,278.1
OI00127342,ORD0008878,SKU03028,1,2807.46
OI00127343,ORD0031153,SKU02305,9,1469.42
OI00127344,ORD0048711,SKU04785,10,637.26
OI00127345,ORD0048114,SKU04633,9,1879.37
OI00127346,ORD0036422,SKU00759,10,672.81
OI00127347,ORD0010629,SKU02429,4,1249.82
OI00127348,ORD0025057,SKU01553,8,2080.25
OI00127349,ORD0041091,SKU03318,1,278.92
OI00127350,ORD0039630,SKU00037,8,2465.42
OI00127351,ORD0036117,SKU01161,9,1468.73
OI00127352,ORD0025003,SKU04242,1,2597.73
OI00127353,ORD0014559,SKU04447,8,599.62
OI00127354,ORD0012784,SKU04025,9,1073.32
OI00127355,ORD0003528,SKU04630,9,2232.37
OI00127356,ORD0029357,SKU00368,3,144.03
OI00127357,ORD0005296,SKU04184,4,2569.53
OI00127358,ORD0022611,SKU02481,10,724.16
OI00127359,ORD0000349,SKU01486,5,1507.77
OI00127360,ORD0037180,SKU03947,4,2171.74
OI00127361,ORD0014401,SKU02377,2,2814.61
OI00127362,ORD0015673,SKU04463,2,1420.22
OI00127363,ORD0002320,SKU02661,7,258.81
OI00127364,ORD0027885,SKU02174,9,2043.33
OI00127365,ORD0045034,SKU03859,9,2743.09
OI00127366,ORD0026924,SKU00567,5,720.33
OI00127367,ORD0008979,SKU00625,3,309.49
OI00127368,ORD0032015,SKU01144,8,2782.95
OI00127369,ORD0013610,SKU04598,1,1244.83
OI00127370,ORD0040505,SKU02438,5,621.67
OI00127371,ORD0011717,SKU02394,2,1912.7
OI00127372,ORD0001927,SKU03259,2,539.5
OI00127373,ORD0038240,SKU00369,8,1649.34
OI00127374,ORD0035008,SKU04720,7,1943.0
OI00127375,ORD0040950,SKU04609,1,1202.34
OI00127376,ORD0028037,SKU02059,3,564.29
OI00127377,ORD0047272,SKU02848,7,323.97
OI00127378,ORD0032302,SKU00824,2,2880.53
OI00127379,ORD0032598,SKU01682,2,2496.98
OI00127380,ORD0029620,SKU02006,9,2794.3
OI00127381,ORD0042619,SKU00446,3,2726.59
OI00127382,ORD0029879,SKU01360,9,139.41
OI00127383,ORD0045006,SKU02066,9,635.96
OI00127384,ORD0017838,SKU02069,9,144.12
OI00127385,ORD0024984,SKU00966,3,2169.42
OI00127386,ORD0044450,SKU04491,,767.59
OI00127387,ORD0015829,SKU00165,7,612.39
OI00127388,ORD0001123,SKU04511,3,1305.71
OI00127389,ORD0024521,SKU04331,8,814.69
OI00127390,ORD0000416,SKU02843,3,670.12
OI00127391,ORD0017322,SKU01119,6,1734.16
OI00127392,ORD0008972,SKU03789,7,1946.34
OI00127393,ORD0032130,SKU04528,9,1826.31
OI00127394,ORD0016164,SKU00523,4,2513.3
OI00127395,ORD0017103,SKU00105,1,2178.25
OI00127396,ORD0016493,SKU03891,9,1918.06
OI00127397,ORD0009913,SKU02061,4,2357.86
OI00127398,ORD0033204,SKU01027,3,90.15
OI00127399,ORD0035892,SKU01632,8,2858.07
OI00127400,ORD0022797,SKU00347,,2741.44
OI00127401,ORD0025427,SKU01018,5,1917.99
OI00127402,ORD0018983,SKU02908,8,61.46
OI00127403,ORD0018172,SKU01894,4,1809.78
OI00127404,ORD0033705,SKU04499,1,889.32
OI00127405,ORD0034463,SKU02173,10,614.93
OI00127406,ORD0047276,SKU03819,3,2542.35
OI00127407,ORD0032160,SKU03139,9,2062.9
OI00127408,ORD0019328,SKU01054,5,1238.74
OI00127409,ORD0013628,SKU00844,7,2357.43
OI00127410,ORD0025401,SKU02291,1,149.37
OI00127411,ORD0034540,SKU04357,1,2925.21
OI00127412,ORD0007580,SKU03002,9,598.26
OI00127413,ORD0018715,SKU00766,4,2212.0
OI00127414,ORD0042670,SKU00673,7,431.79
OI00127415,ORD0001175,SKU01057,7,1566.65
OI00127416,ORD0019033,SKU03093,9,1772.18
OI00127417,ORD0032348,SKU01310,10,869.82
OI00127418,ORD0042120,SKU03464,6,2830.86
OI00127419,ORD0011207,SKU00977,4,2060.64
OI00127420,ORD0018977,SKU01314,9,2508.2
OI00127421,ORD0005196,SKU02108,6,768.07
OI00127422,ORD0006465,SKU00393,5,2620.73
OI00127423,ORD0008548,SKU04328,3,2818.34
OI00127424,ORD0018840,SKU00376,9,2290.79
OI00127425,ORD0042239,SKU03731,2,2615.09
OI00127426,ORD0010933,SKU01361,,1150.27
OI00127427,ORD0049002,SKU02125,8,325.93
OI00127428,ORD0014324,SKU04169,4,625.96
OI00127429,ORD0004943,SKU03404,1,2690.19
OI00127430,ORD0012284,SKU01731,4,157.71
OI00127431,ORD0027821,SKU04492,2,2407.26
OI00127432,ORD0028201,SKU03135,7,2068.7
OI00127433,ORD0015473,SKU04485,6,979.83
OI00127434,ORD0008836,SKU02763,9,932.68
OI00127435,ORD0038914,SKU01923,3,411.92
OI00127436,ORD0005250,SKU02509,6,1335.64
OI00127437,ORD0010195,SKU03895,9,961.48
OI00127438,ORD0022514,SKU01709,3,506.74
OI00127439,ORD0038359,SKU04417,10,432.84
OI00127440,ORD0044157,SKU04299,5,2965.23
OI00127441,ORD0013026,SKU01055,3,585.91
OI00127442,ORD0021075,SKU03676,8,2185.87
OI00127443,ORD0036544,SKU00023,7,2956.52
OI00127444,ORD0038581,SKU03396,9,893.74
OI00127445,ORD0003582,SKU02140,9,490.95
OI00127446,ORD0002709,SKU02786,10,2692.93
OI00127447,ORD0011351,SKU04683,2,252.78
OI00127448,ORD0041220,SKU01762,5,2236.91
OI00127449,ORD0037292,SKU02472,3,1499.28
OI00127450,ORD0015163,SKU02344,7,1709.17
OI00127451,ORD0029561,SKU04167,10,1953.99
OI00127452,ORD0040780,SKU01599,8,534.21
OI00127453,ORD0023405,SKU00384,8,180.48
OI00127454,ORD0043989,SKU03841,1,2144.72
OI00127455,ORD0035179,SKU04763,3,2471.95
OI00127456,ORD0035274,SKU00691,2,1113.38
OI00127457,ORD0036305,SKU02952,1,1255.84
OI00127458,ORD0005150,SKU04661,10,2020.31
OI00127459,ORD0043949,SKU01478,6,2988.85
OI00127460,ORD0029366,SKU00023,,1133.54
OI00127461,ORD0021795,SKU01463,5,2084.61
OI00127462,ORD0035276,SKU04119,8,259.06
OI00127463,ORD0018442,SKU00565,6,1830.75
OI00127464,ORD0016446,SKU00307,10,1255.61
OI00127465,ORD0015526,SKU04616,1,-1955.12
