order_id,customer_id,order_date,status,total_amount,region,category,warehouse
ORD0000846,CUST000053,2026-03-03 07:40:57,cancelled,3056.28,North,Sports,WH-PUN
ORD0044867,CUST007906,2026-03-08 01:01:00,shipped,8930.76,West,Sports,WH-PUN
ORD0000393,CUST002365,2026-01-12 11:43:28,delivered,9162.79,West,Apparel,WH-DEL
ORD0034406,,2026-06-27 09:16:06,shipped,8959.62,North,Sports,WH-PUN
ORD0030770,CUST008446,2026-04-29 11:54:39,shipped,12398.66,South,Home,WH-DEL
ORD0029966,CUST006885,2026-02-14 17:13:58,placed,7932.18,South,Sports,WH-BLR
ORD0013733,CUST002655,2026-06-19 22:26:41,delivered,11953.85,South,Electronics,WH-BLR
ORD0026383,CUST004559,2026-01-19 14:35:33,cancelled,13346.66,Central,Books,WH-BLR
ORD0002978,CUST004401,2026-01-15 21:39:08,shipped,13882.05,East,Apparel,WH-BLR
ORD0018329,CUST002527,2026-06-24 23:54:53,placed,5756.18,East,Sports,WH-HYD
ORD0046863,CUST006500,2026-03-15 10:30:50,shipped,7915.82,West,Sports,WH-DEL
ORD0007098,CUST004562,2026-06-02 00:46:17,placed,12167.35,West,Electronics,WH-HYD
ORD0041889,CUST004637,2026-02-26 01:01:53,placed,8432.54,Central,Home,WH-PUN
ORD0046710,CUST001135,2026-05-09 00:22:33,PENDING,3612.63,West,Beauty,WH-BLR
ORD0029488,CUST002256,2026-05-04 00:57:03,cancelled,12321.55,North,Toys,WH-MUM
ORD0010395,CUST001328,2026-06-21 05:36:30,N/A,11986.29,East,Books,WH-BLR
ORD0045371,CUST003357,2026-03-22 18:57:24,placed,3236.89,East,Apparel,WH-HYD
ORD0023549,CUST002796,2026-01-29 06:15:25,cancelled,753.23,Central,Electronics,WH-BLR
ORD0022339,CUST000536,2026-06-06 19:28:33,N/A,268.06,Central,Books,WH-MUM
ORD0038466,CUST001469,2026-04-15 06:42:47,placed,10607.22,West,Apparel,WH-PUN
ORD0034300,CUST007294,2026-02-28 03:07:42,placed,1092.45,West,Books,WH-MUM
ORD0038122,CUST000075,2026-05-18 06:36:56,shipped,8387.29,West,Electronics,WH-BLR
ORD0027286,CUST002457,2026-01-12 11:07:41,delivered,1729.55,Central,Home,WH-PUN
ORD0018215,CUST003819,2026-06-20 16:07:24,shipped,12818.13,North,Toys,WH-BLR
ORD0002492,CUST009126,2026-07-14 21:12:57,,5107.03,Central,Toys,WH-BLR
ORD0022102,CUST005381,2026-03-22 15:46:21,cancelled,1961.61,Central,Toys,WH-DEL
ORD0044863,CUST000983,2026-05-18 17:19:22,cancelled,5545.77,South,Sports,WH-BLR
ORD0046118,CUST007211,2026-06-08 19:19:23,shipped,5707.66,East,Home,WH-DEL
ORD0031932,CUST007182,2026-03-22 09:35:37,,2866.98,South,Home,WH-HYD
ORD0034173,CUST009884,2026-01-27 22:55:29,cancelled,5746.23,South,Beauty,WH-HYD
ORD0007077,CUST000567,2026-04-25 15:03:35,shipped,6608.44,North,Toys,WH-HYD
ORD0021005,CUST008172,2026-07-28 16:36:57,cancelled,8992.93,North,Books,WH-PUN
ORD0000982,CUST005525,2026-05-14 05:46:10,cancelled,9325.8,Central,Toys,WH-BLR
ORD0031802,CUST004518,2026-05-09 14:50:05,PENDING,13522.88,West,Apparel,WH-MUM
ORD0007788,CUST009334,2026-04-05 04:04:22,cancelled,224.77,East,Beauty,WH-BLR
ORD0018366,CUST003036,2026-07-08 05:18:34,delivered,9053.38,Central,Electronics,WH-PUN
ORD0041887,CUST009074,2026-07-03 18:03:41,PENDING,13168.45,North,Beauty,WH-HYD
ORD0044774,CUST002227,2026-05-02 13:47:13,placed,3270.34,West,Electronics,WH-PUN
ORD0019642,CUST004844,2026-06-05 07:13:21,in_transit,14381.1,West,Electronics,WH-PUN
ORD0035447,CUST004486,2026-02-19 17:53:47,placed,14442.41,East,Apparel,WH-HYD
ORD0045905,CUST007148,2026-01-20 23:16:41,shipped,886.25,South,Toys,WH-HYD
ORD0005886,CUST004604,2026-03-03 08:25:04,N/A,5871.12,West,Sports,WH-DEL
ORD0039058,CUST007274,2026-03-08 00:01:30,delivered,8289.54,Central,Apparel,WH-DEL
ORD0017899,CUST001149,2026-05-14 20:02:50,shipped,13309.38,East,Home,WH-HYD
ORD0009497,CUST002432,2026-05-06 00:18:05,cancelled,4901.35,West,Books,WH-MUM
ORD0036371,CUST009145,2026-04-24 03:26:00,cancelled,10134.49,North,Books,WH-MUM
ORD0019429,CUST004416,2026-05-31 09:50:57,placed,10356.13,West,Home,WH-DEL
ORD0037810,CUST008550,2026-04-25 21:13:41,shipped,11111.7,East,Toys,WH-HYD
ORD0045679,CUST001887,2026-05-19 08:52:02,unknown,8433.8,North,Sports,WH-HYD
ORD0035956,CUST003202,2026-03-15 17:17:42,proccessing,6943.81,East,Home,WH-MUM
ORD0031671,CUST006058,2026-03-24 16:04:56,placed,4589.97,South,Books,WH-BLR
ORD0040842,CUST004694,2026-05-27 10:21:28,unknown,14671.54,West,Sports,WH-PUN
ORD0012960,CUST000488,2026-04-25 23:24:11,returnd,1723.91,North,Toys,WH-DEL
ORD0001693,CUST008859,2026-04-29 08:48:27,PENDING,14446.75,Central,Electronics,WH-PUN
ORD0031605,CUST007061,2026-01-04 14:02:29,shipped,12744.31,North,Electronics,WH-BLR
ORD0019365,CUST002238,2026-05-31 17:11:03,PENDING,12289.08,North,Apparel,WH-HYD
ORD0037323,CUST003189,2026-01-09 08:56:07,delivered,3191.4,North,Apparel,WH-BLR
ORD0016895,CUST003705,2026-06-01 18:38:13,delivered,7425.41,West,Home,WH-MUM
ORD0009834,CUST003293,2026-03-24 23:03:30,cancelled,9575.25,Central,Apparel,WH-PUN
ORD0017731,CUST009651,2026-05-24 14:15:59,placed,3341.23,South,Apparel,WH-HYD
ORD0040436,CUST007004,2026-05-25 01:08:05,cancelled,5002.31,North,Electronics,WH-DEL
ORD0025817,CUST002214,2026-07-30 02:45:46,unknown,7352.16,North,Apparel,WH-PUN
ORD0015644,CUST006458,2026-06-26 14:16:55,cancelled,1041.81,West,Books,WH-HYD
ORD0026808,CUST006535,2026-02-24 03:32:21,cancelled,4738.56,North,Electronics,WH-BLR
ORD0045065,,2026-04-27 00:47:02,delivered,3502.14,Central,Beauty,WH-BLR
ORD0042585,CUST001906,2026-03-12 22:51:01,shipped,13287.79,North,Apparel,WH-HYD
ORD0035024,CUST000779,2026-06-06 00:16:29,shipped,9171.41,East,Sports,WH-MUM
ORD0006560,CUST009748,2026-04-03 23:24:42,placed,2609.96,East,Apparel,WH-MUM
ORD0047655,CUST007995,2026-02-18 17:50:23,placed,7472.6,East,Apparel,WH-DEL
ORD0041721,CUST005939,2026-07-01 02:15:44,cancelled,2285.51,South,Apparel,WH-BLR
ORD0003618,CUST002686,2026-01-13 20:18:30,placed,8749.45,Central,Books,WH-PUN
ORD0007286,CUST002592,2026-01-24 15:32:24,shipped,6586.86,East,Sports,WH-HYD
ORD0034843,CUST007898,2026-07-24 21:04:42,delivered,1257.91,East,Electronics,WH-DEL
ORD0008573,CUST005000,2026-04-22 17:24:01,cancelled,4602.21,Central,Sports,WH-MUM
ORD0009740,CUST004737,2026-07-30 09:13:18,shipped,9607.14,West,Beauty,WH-HYD
ORD0023778,CUST002434,2026-03-26 08:11:07,cancelled,14295.36,East,Beauty,WH-BLR
ORD0002794,CUST004527,2026-01-07 05:06:18,delivered,8605.89,South,Apparel,WH-BLR
ORD0027360,CUST000925,2026-07-21 12:49:38,cancelled,10375.73,East,Home,WH-PUN
ORD0036311,CUST008176,2026-07-24 11:09:26,cancelled,927.99,East,Books,WH-MUM
ORD0040903,CUST006382,2026-07-28 08:39:45,cancelled,4641.39,East,Electronics,WH-PUN
ORD0020246,CUST000856,2026-04-12 14:54:49,shipped,10131.54,Central,Toys,WH-HYD
ORD0042517,CUST002536,2026-07-13 20:10:46,placed,10062.97,Central,Books,WH-PUN
ORD0015337,CUST007738,2026-06-25 04:13:10,delivered,9543.99,West,Apparel,WH-HYD
ORD0018203,CUST005120,2026-03-21 01:36:10,returnd,9878.04,East,Home,WH-DEL
ORD0030882,CUST003518,2026-04-03 01:59:38,cancelled,3533.83,North,Beauty,WH-DEL
ORD0019497,CUST008136,2026-01-22 13:20:57,,6135.02,Central,Electronics,WH-BLR
ORD0011453,CUST006080,2026-01-30 15:31:36,delivered,11314.05,North,Electronics,WH-BLR
ORD0010934,CUST006444,2026-03-29 07:37:28,PENDING,13299.63,West,Beauty,WH-MUM
ORD0020524,CUST005583,2026-04-21 22:17:31,placed,1353.02,Central,Apparel,WH-PUN
ORD0012070,CUST008908,2026-06-03 22:47:52,shipped,1441.92,North,Apparel,WH-MUM
ORD0007714,CUST009067,2026-07-26 22:01:31,N/A,13842.94,South,Sports,WH-BLR
ORD0035838,CUST007122,2026-03-17 11:55:14,cancelled,8329.85,South,Apparel,WH-MUM
ORD0043441,CUST009139,2026-06-29 03:57:29,delivered,8549.17,Central,Books,WH-HYD
ORD0000635,CUST009043,2026-07-15 13:19:11,placed,14868.74,Central,Books,WH-BLR
ORD0045519,CUST003218,2026-03-21 12:44:27,delivered,7079.1,Central,Home,WH-DEL
ORD0019985,CUST001340,2026-01-23 16:50:49,delivered,10129.88,East,Books,WH-PUN
ORD0018161,CUST001008,2026-05-02 00:27:46,cancelled,14083.0,West,Electronics,WH-BLR
ORD0040824,CUST002847,2026-06-28 03:06:24,shipped,12275.87,North,Toys,WH-MUM
ORD0003886,CUST006651,2026-05-01 10:22:05,delivered,9682.74,East,Sports,WH-HYD
ORD0020236,CUST002770,2026-01-10 06:22:27,proccessing,5198.41,East,Books,WH-MUM
ORD0019603,CUST006068,2026-07-23 07:47:11,placed,4417.89,North,Sports,WH-PUN
ORD0048808,CUST002426,2026-07-14 06:33:32,shipped,8093.48,East,Electronics,WH-HYD
ORD0031714,CUST006009,2026-07-08 02:43:23,delivered,390.12,Central,Books,WH-DEL
ORD0020717,CUST006631,2026-05-07 14:45:24,shipped,533.28,West,Books,WH-BLR
ORD0001055,CUST001243,2026-01-02 20:41:23,placed,4197.12,South,Beauty,WH-MUM
ORD0012707,CUST007120,2026-05-17 06:24:37,placed,10321.9,South,Home,WH-MUM
ORD0001612,CUST008680,2026-02-04 07:48:13,cancelled,4212.47,South,Books,WH-BLR
ORD0040083,CUST005424,2026-04-04 12:54:01,cancelled,4459.3,Central,Apparel,WH-MUM
ORD0001376,CUST001100,2026-05-25 13:38:34,placed,14578.97,East,Beauty,WH-MUM
ORD0029570,CUST000527,2026-04-30 10:52:56,placed,2622.84,East,Electronics,WH-MUM
ORD0027617,CUST008612,2026-06-19 13:09:11,returnd,12901.98,West,Books,WH-MUM
ORD0026170,CUST004539,2026-04-24 21:42:14,shipped,13245.89,East,Books,WH-BLR
ORD0035248,CUST007125,2026-05-28 07:13:17,placed,6768.43,West,Electronics,WH-PUN
ORD0022630,CUST004987,2026-04-26 17:25:03,placed,7912.63,Central,Apparel,WH-BLR
ORD0008914,CUST000777,2026-07-14 20:52:24,placed,6099.74,South,Toys,WH-MUM
ORD0035788,CUST000870,2026-02-05 09:35:17,delivered,4701.38,East,Sports,WH-MUM
ORD0036538,CUST009707,2026-03-11 14:01:50,cancelled,2321.2,South,Toys,WH-BLR
ORD0021248,CUST006731,2026-02-11 12:33:23,placed,473.28,South,Toys,WH-DEL
ORD0014267,CUST008758,2026-03-08 14:40:29,placed,6937.2,West,Electronics,WH-MUM
ORD0002519,CUST000188,2026-02-16 05:06:44,in_transit,4938.39,North,Electronics,WH-HYD
ORD0000264,CUST006364,2026-03-30 23:11:03,placed,13224.25,Central,Beauty,WH-BLR
ORD0008308,CUST003661,2026-01-08 07:54:07,delivered,8480.02,West,Home,WH-BLR
ORD0011770,CUST005452,2026-01-14 10:21:27,delivered,7491.43,West,Apparel,WH-DEL
ORD0036601,CUST000174,2026-07-27 00:02:45,shipped,1031.86,Central,Apparel,WH-PUN
ORD0016703,CUST002807,2026-03-14 14:45:48,shipped,13101.03,East,Sports,WH-MUM
ORD0048101,CUST009830,2026-07-30 11:09:12,placed,4342.43,East,Books,WH-BLR
ORD0043515,CUST004731,2026-01-09 02:57:18,placed,4405.46,Central,Home,WH-MUM
ORD0017290,CUST001830,2026-06-25 04:50:30,cancelled,12788.05,Central,Home,WH-MUM
ORD0007780,CUST002657,2026-07-02 18:48:19,cancelled,10621.84,South,Toys,WH-HYD
ORD0019800,CUST001802,2026-06-14 12:58:17,shipped,860.51,East,Toys,WH-HYD
ORD0019794,CUST006854,2026-03-22 07:13:16,delivered,2949.88,South,Electronics,WH-DEL
ORD0025981,CUST009896,2026-05-25 19:09:08,placed,3974.87,West,Apparel,WH-HYD
ORD0026425,CUST005171,2026-05-27 17:24:38,delivered,6261.5,South,Beauty,WH-DEL
ORD0021763,CUST002874,2026-04-09 09:07:37,delivered,11724.71,East,Books,WH-MUM
ORD0014886,CUST000656,2026-01-19 04:45:17,placed,2166.08,West,Beauty,WH-MUM
ORD0004333,CUST008444,2026-02-08 13:50:28,unknown,4821.31,West,Sports,WH-PUN
ORD0037007,CUST004566,2026-05-13 09:42:42,cancelled,8517.73,West,Beauty,WH-HYD
ORD0005879,CUST004102,2026-05-21 15:46:08,delivered,4194.4,East,Home,WH-PUN
ORD0030644,CUST001836,2026-05-03 18:54:53,cancelled,3605.64,South,Sports,WH-HYD
ORD0023309,CUST009107,2026-04-05 02:39:00,delivered,2908.13,West,Beauty,WH-DEL
ORD0009048,CUST004560,2026-04-22 06:20:15,shipped,14365.35,East,Beauty,WH-BLR
ORD0008815,CUST005571,2026-07-14 16:19:04,delivered,14028.19,Central,Home,WH-DEL
ORD0021413,CUST002336,2026-03-06 14:46:16,placed,3885.7,West,Electronics,WH-BLR
ORD0025436,CUST008314,2026-02-06 08:57:45,shipped,5498.0,West,Beauty,WH-BLR
ORD0040352,CUST001714,2026-04-13 04:48:26,cancelled,3015.8,South,Electronics,WH-HYD
ORD0035815,CUST002931,2026-02-05 11:47:46,cancelled,7794.55,East,Apparel,WH-HYD
ORD0025196,CUST008869,2026-02-28 15:23:26,placed,3519.88,Central,Toys,WH-HYD
ORD0011211,CUST005647,2026-05-06 17:33:07,,2632.17,Central,Beauty,WH-BLR
ORD0037961,CUST009756,2026-06-29 17:54:53,delivered,5769.86,Central,Electronics,WH-BLR
ORD0002872,CUST000015,2026-06-18 17:17:34,cancelled,12562.14,North,Sports,WH-HYD
ORD0011142,CUST006895,2026-02-08 17:54:48,shipped,6480.92,West,Books,WH-DEL
ORD0033293,CUST009001,2026-02-10 16:57:49,cancelled,750.26,Central,Sports,WH-PUN
ORD0001011,CUST001813,2026-06-03 18:20:56,shipped,9904.2,Central,Beauty,WH-HYD
ORD0024943,CUST005600,2026-04-10 12:38:08,shipped,8200.93,East,Books,WH-MUM
ORD0047049,CUST008831,2026-07-27 12:50:08,placed,634.01,Central,Books,WH-PUN
ORD0041955,CUST009954,2026-03-28 08:35:01,placed,5514.53,West,Home,WH-HYD
ORD0019623,CUST001724,2026-07-13 23:48:40,placed,14263.59,East,Home,WH-PUN
ORD0020513,CUST007802,2026-02-22 01:33:14,PENDING,2586.29,East,Home,WH-MUM
ORD0011280,CUST005420,2026-06-28 13:40:00,cancelled,1740.67,East,Books,WH-HYD
ORD0022655,CUST001180,2026-02-16 07:44:12,N/A,9997.98,Central,Beauty,WH-MUM
ORD0011490,CUST003971,2026-07-03 14:36:03,placed,5527.73,West,Home,WH-BLR
ORD0007569,CUST007368,2026-02-20 16:08:54,PENDING,6296.18,South,Toys,WH-HYD
ORD0024376,CUST006261,2026-07-26 23:11:30,shipped,5938.35,South,Beauty,WH-PUN
ORD0023522,CUST008329,2026-04-30 17:55:46,placed,1551.28,West,Home,WH-HYD
ORD0017456,CUST008632,2026-04-29 22:09:16,delivered,10558.23,South,Toys,WH-PUN
ORD0031970,CUST003055,2026-02-14 01:00:59,cancelled,7013.89,West,Toys,WH-BLR
ORD0002375,CUST003565,2026-01-24 08:50:33,shipped,13193.29,South,Toys,WH-DEL
ORD0047795,CUST002637,2026-03-15 11:04:09,cancelled,12696.31,North,Toys,WH-HYD
ORD0016911,CUST004695,2026-03-28 22:36:52,cancelled,7750.28,North,Home,WH-PUN
ORD0039682,CUST007115,2026-05-11 01:07:40,shipped,11582.55,South,Home,WH-BLR
ORD0007753,CUST007354,2026-07-19 16:53:21,delivered,4099.74,Central,Apparel,WH-HYD
ORD0003208,CUST005200,2026-02-10 06:22:14,delivered,13813.99,North,Home,WH-PUN
ORD0000224,CUST006769,2026-04-03 13:20:21,PENDING,13833.9,North,Electronics,WH-BLR
ORD0026153,CUST003798,2026-05-09 02:50:39,shipped,392.11,West,Toys,WH-BLR
ORD0044249,CUST004587,2026-06-24 07:40:54,proccessing,2546.18,North,Books,WH-BLR
ORD0008242,CUST004624,2026-03-08 05:21:50,delivered,2792.06,South,Home,WH-DEL
ORD0017556,CUST003828,2026-01-11 14:49:51,placed,5708.46,North,Electronics,WH-HYD
ORD0019269,CUST005073,2026-05-11 10:29:32,cancelled,9843.28,Central,Books,WH-DEL
ORD0007064,CUST002694,2026-04-17 08:27:04,unknown,10096.62,West,Books,WH-DEL
ORD0015374,CUST009512,2026-01-13 07:58:59,cancelled,1528.28,East,Books,WH-MUM
ORD0009710,CUST007188,2026-01-01 17:31:36,cancelled,4522.49,Central,Electronics,WH-HYD
ORD0002485,CUST003248,2026-07-19 13:04:09,unknown,7245.28,Central,Sports,WH-DEL
ORD0041302,CUST007728,2026-07-08 01:33:29,cancelled,14679.07,West,Beauty,WH-BLR
ORD0018341,CUST003570,2026-01-04 12:48:58,shipped,9321.11,East,Sports,WH-MUM
ORD0017802,CUST006002,2026-07-03 15:17:00,delivered,3330.48,North,Toys,WH-DEL
ORD0006671,CUST002795,2026-07-10 05:56:58,cancelled,6506.09,East,Beauty,WH-PUN
ORD0046302,CUST008939,2026-02-28 08:48:31,cancelled,14078.52,East,Books,WH-MUM
ORD0002345,CUST001869,2026-06-04 22:34:49,placed,10921.59,West,Books,WH-PUN
ORD0031673,CUST000753,2026-06-13 17:16:46,shipped,4246.76,South,Home,WH-DEL
ORD0047561,CUST009091,2026-01-16 15:53:38,shipped,7676.91,Central,Books,WH-BLR
ORD0031372,CUST007814,2026-07-27 09:51:06,delivered,3891.52,West,Apparel,WH-MUM
ORD0048300,CUST005185,2026-01-06 05:50:46,delivered,10605.56,South,Apparel,WH-MUM
ORD0031879,CUST004109,2026-03-25 00:49:37,delivered,431.74,West,Beauty,WH-PUN
ORD0049436,CUST005807,2026-02-21 23:24:59,delivered,7362.95,North,Apparel,WH-MUM
ORD0037307,CUST006995,2026-02-24 09:35:42,delivered,9443.74,East,Books,WH-BLR
ORD0022679,CUST009731,2026-02-21 13:34:10,N/A,7753.37,East,Apparel,WH-BLR
ORD0030571,CUST008309,2026-07-10 23:33:27,cancelled,3532.81,West,Home,WH-PUN
ORD0031801,CUST000805,2026-04-16 11:02:04,returnd,9077.09,East,Electronics,WH-DEL
ORD0027736,CUST009821,2026-01-02 00:09:53,placed,14871.44,North,Toys,WH-HYD
ORD0049395,CUST001473,2026-04-01 15:06:25,in_transit,3834.5,West,Apparel,WH-PUN
ORD0046566,CUST008905,2026-03-05 14:58:46,delivered,9316.55,South,Beauty,WH-HYD
ORD0047252,CUST003880,2026-01-17 05:17:06,PENDING,10783.31,South,Home,WH-DEL
ORD0010899,CUST001263,2026-01-22 01:17:27,delivered,10574.5,South,Beauty,WH-BLR
ORD0037074,CUST001517,2026-01-22 16:08:38,proccessing,8119.64,Central,Electronics,WH-DEL
ORD0000294,CUST007945,2026-03-27 06:26:18,shipped,6813.55,South,Toys,WH-MUM
ORD0036062,CUST007736,2026-03-03 12:31:52,in_transit,14208.36,North,Sports,WH-DEL
ORD0002257,CUST007565,2026-02-25 04:07:06,cancelled,11380.79,West,Home,WH-BLR
ORD0007493,CUST008502,2026-07-10 16:36:15,delivered,7277.01,East,Sports,WH-BLR
ORD0041501,CUST006950,2026-02-12 02:54:01,proccessing,3000.38,East,Sports,WH-MUM
ORD0015477,CUST008622,2026-07-19 05:14:30,PENDING,8508.48,North,Electronics,WH-MUM
ORD0035211,CUST004128,2026-04-11 14:18:05,cancelled,202.65,East,Electronics,WH-HYD
ORD0033379,CUST002336,2026-05-26 23:26:02,placed,7945.28,Central,Electronics,WH-PUN
ORD0004723,CUST006937,2026-01-05 08:29:29,in_transit,7883.21,Central,Electronics,WH-DEL
ORD0001540,CUST008551,2026-03-01 09:48:57,N/A,6110.07,North,Books,WH-DEL
ORD0008297,,2026-04-05 19:56:24,placed,812.97,Central,Electronics,WH-DEL
ORD0015042,CUST002357,2026-01-28 14:32:06,placed,3152.98,North,Beauty,WH-BLR
ORD0039536,CUST004220,2026-04-23 17:10:22,placed,9074.28,Central,Sports,WH-HYD
ORD0010625,CUST002374,2026-05-17 20:36:12,cancelled,12211.76,West,Books,WH-DEL
ORD0001678,CUST008554,2026-01-18 21:14:38,delivered,14972.36,West,Books,WH-BLR
ORD0041536,CUST005099,2026-07-09 05:31:15,shipped,5322.34,South,Apparel,WH-PUN
ORD0035443,CUST007298,2026-07-14 14:14:34,cancelled,7039.52,West,Beauty,WH-PUN
ORD0025630,CUST009988,2026-07-11 22:36:42,delivered,9496.63,South,Sports,WH-MUM
ORD0016608,CUST009906,2026-02-07 22:44:51,delivered,4401.17,North,Toys,WH-DEL
ORD0020105,CUST001576,2026-02-03 21:00:03,cancelled,12285.87,South,Beauty,WH-PUN
ORD0047467,CUST006391,2026-07-25 00:52:18,placed,14818.14,North,Apparel,WH-PUN
ORD0036773,CUST007824,2026-02-01 03:50:11,shipped,3624.2,South,Toys,WH-HYD
ORD0032674,CUST008294,2026-03-20 00:45:16,cancelled,11833.25,Central,Beauty,WH-BLR
ORD0018447,CUST006706,2026-05-06 01:59:27,placed,12675.4,West,Electronics,WH-BLR
ORD0040180,CUST001231,2026-04-12 10:26:59,unknown,9153.09,North,Books,WH-PUN
ORD0044531,CUST003431,2026-03-07 02:08:25,shipped,7513.62,North,Books,WH-HYD
ORD0024064,CUST002212,2026-04-23 22:01:59,shipped,6227.06,North,Home,WH-BLR
ORD0015175,CUST002677,2026-03-28 20:52:47,placed,7151.6,Central,Beauty,WH-MUM
ORD0000964,CUST009708,2026-03-08 00:31:36,delivered,11481.46,North,Electronics,WH-MUM
ORD0003974,CUST004937,2026-03-17 23:09:23,cancelled,11936.83,South,Apparel,WH-BLR
ORD0046201,CUST001640,2026-04-26 18:26:08,placed,2845.01,North,Electronics,WH-HYD
ORD0043550,CUST004560,2026-06-01 04:02:11,shipped,5360.15,North,Books,WH-HYD
ORD0031477,CUST007067,2026-02-18 10:26:34,delivered,6447.04,South,Apparel,WH-BLR
ORD0013816,CUST007906,2026-02-17 12:44:03,shipped,2571.49,East,Apparel,WH-PUN
ORD0033191,CUST001278,2026-07-01 11:56:48,,8483.11,Central,Electronics,WH-BLR
ORD0007819,CUST009026,2026-03-24 18:02:37,cancelled,8103.8,Central,Books,WH-MUM
ORD0004339,CUST007136,2026-06-05 04:26:51,cancelled,10891.23,Central,Beauty,WH-DEL
ORD0021679,CUST003124,2026-06-28 11:26:27,N/A,318.39,North,Electronics,WH-DEL
ORD0040972,CUST003500,2026-07-05 00:03:13,placed,2943.82,East,Sports,WH-PUN
ORD0006042,CUST003671,2026-01-01 09:23:25,placed,9697.05,West,Home,WH-BLR
ORD0043962,CUST004679,2026-06-02 19:05:05,proccessing,3175.52,Central,Books,WH-PUN
ORD0010415,CUST000053,2026-05-11 23:38:20,shipped,5880.89,East,Books,WH-BLR
ORD0012338,CUST009943,2026-06-17 05:18:13,cancelled,13105.36,South,Toys,WH-MUM
ORD0042684,CUST002210,2026-07-21 17:06:56,placed,13687.75,West,Books,WH-MUM
ORD0030913,CUST000579,2026-03-03 17:09:50,cancelled,7337.9,Central,Beauty,WH-HYD
ORD0043665,CUST009242,2026-04-26 14:40:02,delivered,14778.32,South,Beauty,WH-MUM
ORD0009443,CUST006243,2026-01-30 08:30:12,cancelled,14117.79,North,Toys,WH-BLR
ORD0030651,CUST008050,2026-06-12 20:36:56,cancelled,3485.35,North,Home,WH-DEL
ORD0020481,CUST009145,2026-05-06 17:06:22,cancelled,1663.96,West,Beauty,WH-DEL
ORD0005546,CUST007207,2026-07-10 20:48:50,placed,5046.77,North,Home,WH-HYD
ORD0009908,CUST005607,2026-01-17 20:21:27,placed,8046.34,South,Apparel,WH-BLR
ORD0010383,CUST002024,2026-01-22 03:15:41,shipped,5038.06,West,Toys,WH-PUN
ORD0028598,CUST005830,2026-04-05 23:08:36,delivered,13525.54,Central,Books,WH-HYD
ORD0009685,CUST007721,2026-07-28 02:49:00,delivered,10870.05,South,Electronics,WH-MUM
ORD0006241,CUST008733,2026-04-29 06:31:15,placed,2188.61,East,Sports,WH-DEL
ORD0017242,CUST006558,2026-07-19 01:15:57,delivered,11834.43,West,Sports,WH-HYD
ORD0006456,CUST006964,2026-04-27 18:20:24,shipped,11725.94,East,Home,WH-HYD
ORD0008103,CUST008691,2026-07-16 06:51:13,delivered,6003.08,South,Sports,WH-MUM
ORD0003016,CUST006064,2026-02-13 12:39:08,delivered,10446.01,East,Toys,WH-BLR
ORD0039755,CUST009311,2026-02-26 07:37:46,delivered,9049.58,East,Sports,WH-BLR
ORD0042987,CUST004805,2026-04-05 11:28:25,shipped,12161.38,West,Apparel,WH-MUM
ORD0047638,CUST005091,2026-01-01 07:31:06,delivered,1521.81,Central,Apparel,WH-PUN
ORD0047349,CUST008885,2026-01-30 18:01:33,delivered,11196.54,North,Books,WH-DEL
ORD0041279,CUST005650,2026-05-21 12:28:28,N/A,5414.09,South,Sports,WH-HYD
ORD0038353,CUST006724,2026-05-27 21:17:30,delivered,13661.75,West,Sports,WH-BLR
ORD0016352,CUST001831,2026-05-17 22:21:29,,13436.09,South,Books,WH-MUM
ORD0033444,CUST002324,2026-05-01 23:22:58,cancelled,11237.95,North,Toys,WH-BLR
ORD0032127,CUST007687,2026-03-28 04:52:10,shipped,7276.96,East,Beauty,WH-DEL
ORD0019021,CUST004295,2026-05-20 04:24:19,shipped,1664.02,South,Sports,WH-DEL
ORD0045535,CUST002807,2026-04-18 17:30:19,cancelled,10535.31,West,Beauty,WH-PUN
ORD0011021,CUST000488,2026-01-11 15:41:54,delivered,7779.27,South,Sports,WH-HYD
ORD0024856,CUST001627,2026-01-11 14:45:51,placed,4123.88,Central,Home,WH-MUM
ORD0028658,CUST003162,2026-04-20 11:29:34,cancelled,10014.83,North,Electronics,WH-BLR
ORD0035835,CUST003580,2026-05-26 00:02:03,shipped,2843.0,East,Books,WH-PUN
ORD0002969,CUST008586,2026-01-23 21:54:07,cancelled,7989.9,West,Apparel,WH-HYD
ORD0046996,CUST005867,2026-04-26 11:35:35,in_transit,1355.99,Central,Toys,WH-PUN
ORD0028345,CUST009286,2026-03-28 02:39:26,N/A,642.05,West,Beauty,WH-DEL
ORD0026958,CUST009337,2026-04-27 06:18:52,cancelled,11308.37,West,Apparel,WH-HYD
ORD0001006,CUST007634,2026-03-01 13:13:33,in_transit,8990.98,Central,Books,WH-PUN
ORD0015786,CUST005884,2026-07-07 10:55:16,,1719.08,East,Books,WH-DEL
ORD0030806,CUST002544,2026-04-17 01:44:17,shipped,5995.07,Central,Home,WH-DEL
ORD0028907,CUST002788,2026-07-17 08:12:56,cancelled,13244.55,East,Toys,WH-DEL
ORD0049776,CUST006073,2026-05-12 22:28:46,placed,4103.63,Central,Toys,WH-BLR
ORD0012137,CUST005431,2026-05-23 17:57:03,cancelled,10159.99,East,Toys,WH-PUN
ORD0010468,CUST002929,2026-05-16 03:20:25,placed,1774.63,East,Beauty,WH-BLR
